FILEPATH,FILENAME,HYDROPHONENAME,FILETIME_SEC_FROMMIDNIGHT,SIGNALTIME_SEC_FROMMIDNIGHT,TAGCODE,TOA_MICRO_SEC,SNR_DB,CRC,PHASEMARGIN,CHANNEL
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.26.5779945.bwm,P18DB,52466.57799,52466.58377,G7245491E,5772.63,13.08,0,8.94,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.27.1973177.bwm,P18DB,52467.19732,52467.20117,G7259AED5,3849.53,9.89,0,8.72,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.28.3769815.bwm,P18DN,52468.37698,52468.38051,G7253EA15,3524.86,7.9,0,8.97,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.28.3769815.bwm,P18DN,52468.37698,52468.38051,G7253EA15,3530.46,9.5,0,8.97,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.28.3769815.bwm,P18DB,52468.37698,52468.38076,G7253EA15,3780.28,15.86,0,7.72,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.28.4163039.bwm,P18DN,52468.4163,52468.42023,G726D97E1,3924.74,6.66,0,7.19,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.28.4163039.bwm,P18DN,52468.4163,52468.42023,G726D97E1,3927.06,5.65,0,7.25,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.28.4163039.bwm,P18DB,52468.4163,52468.42054,G726D97E1,4241.01,13.31,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.28.7603724.bwm,P18DN,52468.76037,52468.76541,G7245491E,5038.98,11.42,0,7.12,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.28.7603724.bwm,P18DN,52468.76037,52468.76541,G7245491E,5038.98,9.54,0,7.56,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.28.7603724.bwm,P18DB,52468.76037,52468.76566,G7245491E,5284.75,16.59,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.28.7603724.bwm,P18DB,52468.76037,52468.76566,G7245491E,5284.75,14.33,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.28.7603724.bwm,P18DB,52468.76037,52468.76566,G7245491E,5284.75,12.98,0,8.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.28.7603724.bwm,P18DB,52468.76037,52468.76566,G7245491E,5287.08,11.14,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.29.6287361.bwm,P18DB,52469.62874,52469.63451,G7259AED5,5772.74,11.1,0,7.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.29.6287361.bwm,P18DB,52469.62874,52469.63451,G7259AED5,5772.74,9.45,0,8.06,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.30.5331446.bwm,P18DB,52470.53314,52470.53935,G7253EA15,6203.62,16.44,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.32.4140530.bwm,P18DB,52472.41405,52472.41855,G726D97E1,4501.43,7.94,0,8,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.32.6925848.bwm,P18DB,52472.69258,52472.70057,G7253EA15,7982.99,6.49,0,8.5,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.32.6925848.bwm,P18DB,52472.69258,52472.70057,G7253EA15,7985.55,7.97,0,8.12,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.33.1251281.bwm,P18DB,52473.12513,52473.13706,G724DE105,11931.94,7.87,0,8.84,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.34.4129280.bwm,P18DB,52474.41293,52474.4177,G726D97E1,4772.43,9.65,0,9,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.34.4981258.bwm,P18DB,52474.49813,52474.50295,G7259AED5,4820.86,12.81,0,8.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.34.4981258.bwm,P18DB,52474.49813,52474.50295,G7259AED5,4820.86,10.84,0,7.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.34.8520249.bwm,P18DB,52474.85202,52474.8567,G7253EA15,4678,17.96,0,8.47,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.35.3927043.bwm,P18DB,52475.3927,52475.39795,G724DE105,5241.32,12.17,0,8.34,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.36.4118025.bwm,P18DB,52476.4118,52476.41647,G726D97E1,4667.82,5.65,0,9.25,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.36.4118025.bwm,P18DB,52476.4118,52476.41647,G726D97E1,4670.95,7.34,0,9.25,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.36.9328207.bwm,P18DN,52476.93282,52476.93612,G7259AED5,3298.38,6.94,0,7.12,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.37.0114650.bwm,P18DB,52477.01147,52477.01586,G7253EA15,4396.55,14.25,0,9.06,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.37.0114650.bwm,P18DB,52477.01147,52477.01587,G7253EA15,4401.46,12.44,0,7.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.37.4866073.bwm,P18DN,52477.48661,52477.49172,G7245491E,5110.07,9.84,0,8.5,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.37.4866073.bwm,P18DN,52477.48661,52477.49172,G7245491E,5110.07,6.08,0,8.56,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.37.4866073.bwm,P18DN,52477.48661,52477.49172,G7245491E,5113.05,8.24,0,8.56,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.37.4866073.bwm,P18DB,52477.48661,52477.49197,G7245491E,5365.69,17.58,0,9,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.37.4866073.bwm,P18DB,52477.48661,52477.49197,G7245491E,5365.69,15.33,0,8.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.37.6537264.bwm,P18DB,52477.65373,52477.6586,G724DE105,4869.77,6.77,0,8.91,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.37.6537264.bwm,P18DB,52477.65373,52477.6586,G724DE105,4869.77,5.76,0,8.28,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.38.4139540.bwm,P18DB,52478.41395,52478.41721,G726D97E1,3260.83,15.19,0,9.59,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.38.4139540.bwm,P18DB,52478.41395,52478.41721,G726D97E1,3260.83,13.58,0,9.47,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.39.1709051.bwm,P18DN,52479.17091,52479.17461,G7253EA15,3703.14,9.24,0,8.75,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.39.1709051.bwm,P18DN,52479.17091,52479.17461,G7253EA15,3703.14,5.49,0,8.88,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.39.1709051.bwm,P18DB,52479.17091,52479.17485,G7253EA15,3944.15,17.24,0,9.19,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.39.1709051.bwm,P18DB,52479.17091,52479.17485,G7253EA15,3946.54,15.62,0,9.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.39.3642386.bwm,P18DN,52479.36424,52479.36794,G7259AED5,3696.79,6.12,0,8.34,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.39.3642386.bwm,P18DN,52479.36424,52479.36794,G7259AED5,3696.79,4.21,0,8.09,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.39.3642386.bwm,P18DN,52479.36424,52479.36794,G7259AED5,3699.27,7.74,0,8.78,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.39.3642386.bwm,P18DB,52479.36424,52479.36819,G7259AED5,3953.07,14.43,0,8.81,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.39.3642386.bwm,P18DB,52479.36424,52479.3682,G7259AED5,3957.85,17.04,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.39.6689851.bwm,P18DN,52479.66899,52479.67292,G7245491E,3935.53,11.14,0,9.16,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.39.6689851.bwm,P18DN,52479.66899,52479.67292,G7245491E,3935.53,8.78,0,9.09,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.39.6689851.bwm,P18DB,52479.66899,52479.67316,G7245491E,4174.59,17.15,0,9.38,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.39.6689851.bwm,P18DB,52479.66899,52479.67316,G7245491E,4174.59,14.3,0,9.5,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.40.4095520.bwm,P18DN,52480.40955,52480.41391,G726D97E1,4358.01,8.03,0,8.06,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.40.4095520.bwm,P18DB,52480.40955,52480.41417,G726D97E1,4614.99,13.08,0,9.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.40.4095520.bwm,P18DB,52480.40955,52480.41417,G726D97E1,4617.56,14.35,0,8.94,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.40.4095520.bwm,P18DB,52480.40955,52480.41631,G726D97E1,6757.19,19.62,0,9.59,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.40.4095520.bwm,P18DB,52480.40955,52480.41631,G726D97E1,6757.19,13.97,0,9.66,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.41.3303452.bwm,P18DN,52481.33035,52481.33335,G7253EA15,3003.35,9.89,0,8.62,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.41.3303452.bwm,P18DN,52481.33035,52481.33335,G7253EA15,3003.35,8.29,0,8.19,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.41.3303452.bwm,P18DB,52481.33035,52481.33359,G7253EA15,3244.47,13.5,0,8.06,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.41.3303452.bwm,P18DB,52481.33035,52481.33366,G7253EA15,3316.73,18.21,0,8.12,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.41.3303452.bwm,P18DB,52481.33035,52481.33545,G7253EA15,5105.83,8.34,0,6.94,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.41.3303452.bwm,P18DB,52481.33035,52481.33603,G7253EA15,5680.56,7.21,0,7.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.41.7989339.bwm,P18DB,52481.79893,52481.80307,G7259AED5,4133.84,11.73,0,7.81,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.41.7989339.bwm,P18DB,52481.79893,52481.80307,G7259AED5,4135.89,10.18,0,8.38,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.41.8480864.bwm,P18DN,52481.84809,52481.85424,G7245491E,6154.71,11.05,0,8.38,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.41.8480864.bwm,P18DN,52481.84809,52481.85424,G7245491E,6157.15,9.46,0,8.06,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.41.8480864.bwm,P18DB,52481.84809,52481.85448,G7245491E,6393.63,18.71,0,9.16,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.42.1757707.bwm,P18DB,52482.17577,52482.1821,G724DE105,6326.59,10.49,0,8.38,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.42.4084265.bwm,P18DB,52482.40843,52482.4153,G726D97E1,6871.67,12.79,0,9.16,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.42.4084265.bwm,P18DB,52482.40843,52482.4153,G726D97E1,6871.67,11.3,0,8.72,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.43.4865083.bwm,P18DN,52483.48651,52483.49194,G7253EA15,5433.81,10.09,0,8.81,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.43.4865083.bwm,P18DN,52483.48651,52483.49194,G7253EA15,5436.27,11.73,0,8.81,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.43.4865083.bwm,P18DN,52483.48651,52483.49194,G7253EA15,5436.27,7.83,0,8.62,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.43.4865083.bwm,P18DB,52483.48651,52483.49218,G7253EA15,5673.85,16.55,0,8.84,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.43.4865083.bwm,P18DB,52483.48651,52483.49218,G7253EA15,5673.85,14.8,0,8.78,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.43.4865083.bwm,P18DB,52483.48651,52483.49218,G7253EA15,5676.32,18.66,0,8.97,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.44.0304643.bwm,P18DN,52484.03046,52484.03533,G7245491E,4865.48,12.76,0,8.78,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.44.0304643.bwm,P18DB,52484.03046,52484.03557,G7245491E,5102.92,15.1,0,8.69,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.44.0304643.bwm,P18DB,52484.03046,52484.03557,G7245491E,5105.36,17.81,0,9.12,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.44.0304643.bwm,P18DB,52484.03046,52484.03557,G7245491E,5105.36,15.77,0,9.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.44.2303518.bwm,P18DB,52484.23035,52484.23456,G7259AED5,4204.47,10.21,0,8.5,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.44.4367929.bwm,P18DB,52484.43679,52484.44155,G724DE105,4760.19,12.23,0,9.12,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.44.4367929.bwm,P18DB,52484.43679,52484.44155,G724DE105,4760.19,10.13,0,8.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.45.6459484.bwm,P18DN,52485.64595,52485.65081,G7253EA15,4857.51,9.06,0,8.56,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.45.6459484.bwm,P18DB,52485.64595,52485.65104,G7253EA15,5094.42,7.46,0,8.03,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.46.2128430.bwm,P18DN,52486.21284,52486.21652,G7245491E,3680.62,9.8,0,8.94,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.46.2128430.bwm,P18DN,52486.21284,52486.21653,G7245491E,3683.11,11.85,0,9.25,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.46.2128430.bwm,P18DB,52486.21284,52486.21676,G7245491E,3918.6,19.46,0,8.25,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.46.4061769.bwm,P18DB,52486.40618,52486.41087,G726D97E1,4697.06,12.82,0,8.88,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.46.4061769.bwm,P18DB,52486.40618,52486.41088,G726D97E1,4700.2,14.28,0,8.81,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.46.4061769.bwm,P18DB,52486.40618,52486.41311,G726D97E1,6933.99,9.29,0,8.16,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.46.6650475.bwm,P18DB,52486.66505,52486.6682,G7259AED5,3151.39,10.01,0,8.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.46.6978159.bwm,P18DB,52486.69782,52486.70244,G724DE105,4622.62,11.41,0,8.91,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.46.6978159.bwm,P18DB,52486.69782,52486.70444,G724DE105,6619.62,13.24,0,8.81,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.47.7988354.bwm,P18DN,52487.79884,52487.80968,G7253EA15,10841.2,6.27,0,8.38,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.47.7988354.bwm,P18DN,52487.79884,52487.80968,G7253EA15,10843.59,11.36,0,8.69,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.47.7988354.bwm,P18DN,52487.79884,52487.80968,G7253EA15,10843.59,9.69,0,8.56,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.47.7988354.bwm,P18DB,52487.79884,52487.80999,G7253EA15,11156.29,18.52,0,8.81,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.48.3919443.bwm,P18DN,52488.39194,52488.39757,G7245491E,5624.74,4.2,0,8.5,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.48.3919443.bwm,P18DN,52488.39194,52488.39757,G7245491E,5627.06,8.94,0,8.44,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.48.3919443.bwm,P18DN,52488.39194,52488.39757,G7245491E,5627.06,6.88,0,8.38,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.48.3919443.bwm,P18DN,52488.39194,52488.39757,G7245491E,5627.06,4.42,0,8.5,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.48.4050520.bwm,P18DN,52488.40505,52488.40912,G726D97E1,4072.52,4.75,0,8.06,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.48.4050520.bwm,P18DB,52488.40505,52488.40944,G726D97E1,4391.39,13.87,0,9.03,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.48.4050520.bwm,P18DB,52488.40505,52488.40944,G726D97E1,4391.39,10.67,0,9.03,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.48.4050520.bwm,P18DB,52488.40505,52488.41166,G726D97E1,6607.11,7.82,0,8.38,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.48.9588385.bwm,P18DB,52488.95884,52488.96318,G724DE105,4340.56,10.18,0,7.69,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.48.9588385.bwm,P18DN,52488.95884,52488.96491,G724DE105,6070.22,5.6,0,7.62,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.48.9588385.bwm,P18DN,52488.95884,52488.96491,G724DE105,6070.22,2.64,0,7.69,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.48.9588385.bwm,P18DB,52488.95884,52488.96526,G724DE105,6417.65,17.05,0,9.44,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.48.9588385.bwm,P18DB,52488.95884,52488.96526,G724DE105,6417.65,14.91,0,9.44,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.48.9588385.bwm,P18DB,52488.95884,52488.96526,G724DE105,6420.06,13.42,0,9.34,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.49.0964659.bwm,P18DB,52489.09647,52489.10184,G7259AED5,5375.26,9.83,0,8.12,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.49.0964659.bwm,P18DB,52489.09647,52489.10184,G7259AED5,5378.02,11.32,0,8.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.49.9648296.bwm,P18DN,52489.96483,52489.96861,G7253EA15,3780.21,8.13,0,8.25,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.34.49.9648296.bwm,P18DN,52489.96483,52489.96861,G7253EA15,3780.21,5.79,0,8.06,1
