FILEPATH,FILENAME,HYDROPHONENAME,FILETIME_SEC_FROMMIDNIGHT,SIGNALTIME_SEC_FROMMIDNIGHT,TAGCODE,TOA_MICRO_SEC,SNR_DB,CRC,PHASEMARGIN,CHANNEL
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.33.8661218.bwm,P18DB,53853.86612,53853.8714,G726D97E1,5274.43,8.61,0,9.12,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.33.8661218.bwm,P18DB,53853.86612,53853.8714,G726D97E1,5274.43,7.22,0,8.81,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.34.0725629.bwm,P18DB,53854.07256,53854.07653,G7259AED5,3968.73,12.09,0,9.31,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.34.0725629.bwm,P18DB,53854.07256,53854.07653,G7259AED5,3968.73,10.28,0,8.94,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.34.0725629.bwm,P18DB,53854.07256,53854.07653,G7259AED5,3968.73,10.06,0,9,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.34.0725629.bwm,P18DN,53854.07256,53854.07836,G7259AED5,5801.2,6.48,0,7.75,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.34.3281570.bwm,P18DB,53854.32816,53854.33406,G7245491E,5900.96,10.45,0,8,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.35.1965210.bwm,P18DN,53855.19652,53855.20215,G7253EA15,5625.62,3.93,0,8.5,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.35.1965210.bwm,P18DN,53855.19652,53855.20215,G7253EA15,5629.53,4.94,0,8.38,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.35.1965210.bwm,P18DB,53855.19652,53855.20236,G7253EA15,5841.2,11.14,0,8.31,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.35.1965210.bwm,P18DB,53855.19652,53855.20236,G7253EA15,5843.6,7.7,0,8.81,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.35.1965210.bwm,P18DB,53855.19652,53855.20237,G7253EA15,5845.99,9.43,0,8.62,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.35.1965210.bwm,P18DB,53855.19652,53855.20237,G7253EA15,5848.54,13.24,0,8.38,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.35.7404771.bwm,P18DB,53855.74048,53855.74294,G724DE105,2464.23,5.48,0,8.81,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.35.7404771.bwm,P18DB,53855.74048,53855.74294,G724DE105,2466.63,7.33,0,8.69,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.35.7404771.bwm,P18DB,53855.74048,53855.74525,G724DE105,4775.15,5.76,0,7.78,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.35.7404771.bwm,P18DB,53855.74048,53855.74526,G724DE105,4782.75,9.01,0,7.94,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.35.7404771.bwm,P18DB,53855.74048,53855.74526,G724DE105,4787.76,3.95,0,8.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.35.8584433.bwm,P18DB,53855.85844,53855.86437,G726D97E1,5931.63,6.44,0,8.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.35.8584433.bwm,P18DB,53855.85844,53855.86437,G726D97E1,5931.63,4.46,0,8.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.35.8584433.bwm,P18DN,53855.85844,53855.86652,G726D97E1,8079.85,5.97,0,7.12,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.35.8584433.bwm,P18DN,53855.85844,53855.86653,G726D97E1,8082.6,4.97,0,7.31,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.35.8584433.bwm,P18DB,53855.85844,53855.86688,G726D97E1,8439.3,10.96,0,9.34,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.35.8584433.bwm,P18DB,53855.85844,53855.86688,G726D97E1,8439.3,9.5,0,9.47,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.35.8584433.bwm,P18DB,53855.85844,53855.86688,G726D97E1,8439.3,7.59,0,8.41,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.36.0943762.bwm,P18DN,53856.09438,53856.09996,G7259AED5,5588.65,6.58,0,7.69,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.36.0943762.bwm,P18DB,53856.09438,53856.1003,G7259AED5,5925.78,14.1,0,9.28,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.36.5105355.bwm,P18DB,53856.51054,53856.5117,G7245491E,1166.65,6.95,0,7.88,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.36.5105355.bwm,P18DB,53856.51054,53856.5117,G7245491E,1169.29,4.74,0,8.5,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.36.4974284.bwm,P18DB,53856.49743,53856.51171,G7245491E,14279.15,8.84,0,7.75,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.36.4974284.bwm,P18DB,53856.49743,53856.51171,G7245491E,14279.15,6.56,0,7.81,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.36.5105355.bwm,P18DB,53856.51054,53856.51456,G7245491E,4027.29,12.04,0,8.06,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.37.3526847.bwm,P18DN,53857.35268,53857.35881,G7253EA15,6124.3,5.85,0,7.44,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.37.3526847.bwm,P18DN,53857.35268,53857.35881,G7253EA15,6124.3,5.57,0,7.56,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.37.3526847.bwm,P18DN,53857.35268,53857.35881,G7253EA15,6124.3,4.27,0,7.44,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.37.3526847.bwm,P18DB,53857.35268,53857.35901,G7253EA15,6329.49,12.44,0,8.44,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.37.3526847.bwm,P18DB,53857.35268,53857.35902,G7253EA15,6338.14,14.12,0,7.88,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.37.3526847.bwm,P18DB,53857.35268,53857.36375,G7253EA15,11066.88,6.23,0,8.5,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.37.8540423.bwm,P18DN,53857.85404,53857.85942,G726D97E1,5381.97,4.45,0,8.72,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.37.8540423.bwm,P18DN,53857.85404,53857.85943,G726D97E1,5386.96,5.41,0,8.56,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.37.8540423.bwm,P18DB,53857.85404,53857.85965,G726D97E1,5602.69,11.21,0,8.94,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.37.8540423.bwm,P18DB,53857.85404,53857.85965,G726D97E1,5605.3,13.49,0,9,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.37.8540423.bwm,P18DB,53857.85404,53857.85965,G726D97E1,5605.3,11.34,0,9.25,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.37.9982233.bwm,P18DN,53857.99822,53858.00141,G724DE105,3190.68,4.14,0,8.44,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.37.9982233.bwm,P18DB,53857.99822,53858.00163,G724DE105,3408.1,13.16,0,9.25,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.37.9982233.bwm,P18DB,53857.99822,53858.00163,G724DE105,3408.1,11.32,0,9.25,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.37.9982233.bwm,P18DB,53857.99822,53858.00164,G724DE105,3412.29,8.8,0,9.31,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.37.9982233.bwm,P18DN,53857.99822,53858.00326,G724DE105,5040.38,5.32,0,7.12,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.38.1161900.bwm,P18DB,53858.11619,53858.12073,G7259AED5,4543.94,8.91,0,6.31,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.39.5121259.bwm,P18DN,53859.51213,53859.51529,G7253EA15,3163.38,5.36,0,8.19,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.39.5121259.bwm,P18DB,53859.51213,53859.51549,G7253EA15,3368.89,8.8,0,8.62,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.39.5121259.bwm,P18DB,53859.51213,53859.5155,G7253EA15,3378.22,13.62,0,8.94,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.39.8496408.bwm,P18DN,53859.84964,53859.85474,G726D97E1,5102.2,4.78,0,9.25,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.39.8496408.bwm,P18DN,53859.84964,53859.85474,G726D97E1,5102.2,3.62,0,9.12,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.39.8496408.bwm,P18DB,53859.84964,53859.85496,G726D97E1,5317.6,9.98,0,8.81,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.39.8496408.bwm,P18DB,53859.84964,53859.85496,G726D97E1,5322.57,12.48,0,8.38,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.40.2559695.bwm,P18DB,53860.25597,53860.26026,G724DE105,4285.48,6.67,0,9.31,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.40.2559695.bwm,P18DB,53860.25597,53860.26026,G724DE105,4285.48,5.28,0,9.25,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.40.2559695.bwm,P18DN,53860.25597,53860.26219,G724DE105,6220.88,7.35,0,8.19,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.40.2559695.bwm,P18DN,53860.25597,53860.26219,G724DE105,6223.45,5.62,0,8,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.40.8621858.bwm,P18DB,53860.86219,53860.86646,G7245491E,4270.56,8.69,0,8.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.40.8621858.bwm,P18DB,53860.86219,53860.86646,G7245491E,4275.51,9.08,0,8.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.40.8621858.bwm,P18DB,53860.86219,53860.86646,G7245491E,4279.01,10.95,0,8.31,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.41.6682896.bwm,P18DN,53861.66829,53861.67187,G7253EA15,3579.76,4.58,0,8.12,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.41.6682896.bwm,P18DB,53861.66829,53861.67208,G7253EA15,3786.07,12.34,0,8.19,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.41.8452394.bwm,P18DB,53861.84524,53861.85062,G726D97E1,5382,6.89,0,8.44,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.41.8452394.bwm,P18DB,53861.84524,53861.85305,G726D97E1,7813.76,15.52,0,8.56,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.42.5137157.bwm,P18DB,53862.51372,53862.51925,G724DE105,5538.44,8.65,0,8.81,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.42.5137157.bwm,P18DB,53862.51372,53862.51925,G724DE105,5538.44,6.48,0,8.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.43.0412877.bwm,P18DN,53863.04129,53863.04413,G7245491E,2844.24,5.08,0,8.12,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.43.0412877.bwm,P18DB,53863.04129,53863.04433,G7245491E,3041.02,10.39,0,8.88,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.43.0412877.bwm,P18DB,53863.04129,53863.04433,G7245491E,3043.56,12.84,0,8.44,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.43.0412877.bwm,P18DB,53863.04129,53863.04834,G7245491E,7051.9,7.64,0,7.88,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.43.0412877.bwm,P18DB,53863.04129,53863.04834,G7245491E,7051.9,6.29,0,8.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.43.8244537.bwm,P18DB,53863.82445,53863.82902,G7253EA15,4561.95,12.35,0,8,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.43.8244537.bwm,P18DB,53863.82445,53863.82902,G7253EA15,4561.95,10.41,0,8.31,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.43.8408379.bwm,P18DN,53863.84084,53863.84632,G726D97E1,5477.76,3.62,0,8.31,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.43.8408379.bwm,P18DB,53863.84084,53863.84653,G726D97E1,5693.78,10.31,0,9.53,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.43.8408379.bwm,P18DB,53863.84084,53863.84653,G726D97E1,5693.78,7.82,0,9.47,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.44.1783529.bwm,P18DB,53864.17835,53864.18556,G7259AED5,7210.36,13.63,0,7.62,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.44.7747390.bwm,P18DB,53864.77474,53864.7783,G724DE105,3558.36,7.85,0,8.94,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.44.7747390.bwm,P18DB,53864.77474,53864.7783,G724DE105,3558.36,5.39,0,8.81,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.45.2171130.bwm,P18DB,53865.21711,53865.22194,G7245491E,4825.56,10.69,0,8.5,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.45.2171130.bwm,P18DB,53865.21711,53865.22194,G7245491E,4828.17,8.58,0,8.5,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.45.8364369.bwm,P18DN,53865.83644,53865.84191,G726D97E1,5469.89,3.57,0,7.72,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.45.8364369.bwm,P18DB,53865.83644,53865.84211,G726D97E1,5674.92,10.58,0,9.5,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.45.8364369.bwm,P18DB,53865.83644,53865.84211,G726D97E1,5674.92,8.78,0,9.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.45.9806179.bwm,P18DN,53865.98062,53865.98514,G7253EA15,4519.05,5.44,0,8.12,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.45.9806179.bwm,P18DN,53865.98062,53865.98514,G7253EA15,4521.41,3.93,0,8,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.45.9806179.bwm,P18DB,53865.98062,53865.98533,G7253EA15,4711.97,12.3,0,8.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.45.9806179.bwm,P18DB,53865.98062,53865.98533,G7253EA15,4714.2,11.38,0,8.5,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.45.9806179.bwm,P18DB,53865.98062,53865.98533,G7253EA15,4716.76,13.94,0,8.25,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.46.2001648.bwm,P18DB,53866.20016,53866.20501,G7259AED5,4846.11,4.43,0,8.12,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.46.2001648.bwm,P18DB,53866.20016,53866.20501,G7259AED5,4848.42,6.44,0,7.75,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.47.0324834.bwm,P18DB,53867.03248,53867.03721,G724DE105,4723.23,6.95,0,8.94,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.47.0324834.bwm,P18DB,53867.03248,53867.03721,G724DE105,4725.78,8.81,0,8.88,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.47.3962131.bwm,P18DN,53867.39621,53867.39964,G7245491E,3428.14,3,0,7.19,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.47.3962131.bwm,P18DB,53867.39621,53867.39983,G7245491E,3618.45,7.5,0,8.44,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.47.3962131.bwm,P18DB,53867.39621,53867.39983,G7245491E,3620.59,9.88,0,8.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.47.8320336.bwm,P18DN,53867.83203,53867.83677,G726D97E1,4733.96,2.71,0,7.06,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.47.8320336.bwm,P18DB,53867.83203,53867.83743,G726D97E1,5397.55,7.38,0,9.5,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.47.8320336.bwm,P18DB,53867.83203,53867.83743,G726D97E1,5400.09,8.87,0,9.47,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.48.1367802.bwm,P18DB,53868.13678,53868.14211,G7253EA15,5328.37,5.88,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.48.1367802.bwm,P18DB,53868.13678,53868.14211,G7253EA15,5330.7,12.4,0,8.88,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.48.1367802.bwm,P18DB,53868.13678,53868.14211,G7253EA15,5330.7,9.86,0,8.75,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.48.2252546.bwm,P18DB,53868.22525,53868.22668,G7259AED5,1421.5,3.15,0,6.25,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.49.2902295.bwm,P18DB,53869.29023,53869.29604,G724DE105,5805.94,5.58,0,8.75,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.49.2902295.bwm,P18DB,53869.29023,53869.29604,G724DE105,5808.45,7.48,0,8.88,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.49.2902295.bwm,P18DB,53869.29023,53869.29751,G724DE105,7284.27,10.78,0,7.75,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.49.2902295.bwm,P18DB,53869.29023,53869.29813,G724DE105,7897.86,6.64,0,8.5,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.49.5720380.bwm,P18DN,53869.57204,53869.57751,G7245491E,5473.47,4.28,0,7.88,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.49.5720380.bwm,P18DB,53869.57204,53869.57769,G7245491E,5656.12,12.25,0,8.19,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.49.5720380.bwm,P18DB,53869.57204,53869.57769,G7245491E,5656.12,9.74,0,8.31,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.49.5720380.bwm,P18DN,53869.57204,53869.58,G7245491E,7961.07,4.9,0,7.75,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.49.5720380.bwm,P18DN,53869.57204,53869.58,G7245491E,7961.07,3.81,0,8.38,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.49.5720380.bwm,P18DB,53869.57204,53869.58031,G7245491E,8276.57,8.46,0,7.5,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.49.5720380.bwm,P18DB,53869.57204,53869.58032,G7245491E,8279.03,10.03,0,6.62,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.49.8276321.bwm,P18DN,53869.82763,53869.83268,G726D97E1,5046.73,2.99,0,8.16,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.49.8276321.bwm,P18DB,53869.82763,53869.83288,G726D97E1,5244.72,10.67,0,8.81,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.49.8276321.bwm,P18DB,53869.82763,53869.83288,G726D97E1,5244.72,9.04,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.50.2929439.bwm,P18DN,53870.29294,53870.2987,G7253EA15,5758.65,3.5,0,7.5,1
